timestamp,symbol,asset_class,strategy_key,contract_symbol,direction,score,spot_price,entry_price,rsi,macd,volatility_20d,volume_rel_20d,sector_strength,market_trend,congress_score,news_sentiment,decision,label_good_trade,realized_return_5d
2025-12-03T17:33:50.443274+00:00,F,option,hybrid_aggressive,F260109P00008500,buy,4.5,13.135,2.0,,,0.017314701335998797,,,,,,enter,,
2025-12-03T18:38:50.493819+00:00,INTC,option,hybrid_aggressive,INTC260109P00031000,buy,4.5,43.545,54.0,,,0.03838448750209443,,,,,,enter,,
2025-12-03T20:33:52.497071+00:00,HBAN,option,hybrid_aggressive,HBAN260116C00017000,buy,4.5,17.01,32.0,,,0.013888115286749443,,,,,,enter,,
2025-12-04T05:40:13.400034+00:00,CSCO,equity,hybrid_aggressive,,buy,5.5,77.77,77.77,,,0.01702001068402712,,,,,,enter,,
2025-12-04T05:40:16.208709+00:00,HBAN,equity,hybrid_aggressive,,buy,5.5,17.05,17.05,,,0.014092299555984221,,,,,,enter,,
2025-12-04T05:40:21.126155+00:00,BAC,equity,hybrid_aggressive,,buy,4.5,54.08,54.08,,,0.012837862377795597,,,,,,enter,,
2025-12-04T05:40:24.082284+00:00,GOOGL,equity,hybrid_aggressive,,buy,4.5,319.65,319.65,,,0.023629143274069522,,,,,,enter,,
2025-12-04T05:45:08.607864+00:00,CSCO,equity,hybrid_aggressive,,buy,5.5,77.77,77.77,,,0.01702001068402712,,,,,,enter,,
2025-12-04T05:45:09.947336+00:00,HBAN,equity,hybrid_aggressive,,buy,5.5,17.05,17.05,,,0.014092299555984221,,,,,,enter,,
2025-12-04T05:45:11.839530+00:00,BAC,equity,hybrid_aggressive,,buy,4.5,54.08,54.08,,,0.012837862377795597,,,,,,enter,,
2025-12-04T05:45:12.929928+00:00,GOOGL,equity,hybrid_aggressive,,buy,4.5,319.65,319.65,,,0.023629143274069522,,,,,,enter,,
2025-12-04T05:50:08.000244+00:00,CSCO,equity,hybrid_aggressive,,buy,5.5,77.77,77.77,,,0.01702001068402712,,,,,,enter,,
2025-12-04T05:50:09.172379+00:00,HBAN,equity,hybrid_aggressive,,buy,5.5,17.05,17.05,,,0.014092299555984221,,,,,,enter,,
2025-12-04T05:50:10.995258+00:00,BAC,equity,hybrid_aggressive,,buy,4.5,54.08,54.08,,,0.012837862377795597,,,,,,enter,,
2025-12-04T05:50:12.106544+00:00,GOOGL,equity,hybrid_aggressive,,buy,4.5,319.65,319.65,,,0.023629143274069522,,,,,,enter,,
2025-12-04T05:53:38.483996+00:00,CSCO,equity,hybrid_aggressive,,buy,5.5,77.77,77.77,,,0.01702001068402712,,,,,,enter,,
2025-12-04T05:53:41.329057+00:00,HBAN,equity,hybrid_aggressive,,buy,5.5,17.05,17.05,,,0.014092299555984221,,,,,,enter,,
2025-12-04T05:53:46.759301+00:00,BAC,equity,hybrid_aggressive,,buy,4.5,54.08,54.08,,,0.012837862377795597,,,,,,enter,,
2025-12-04T05:53:49.891689+00:00,GOOGL,equity,hybrid_aggressive,,buy,4.5,319.65,319.65,,,0.023629143274069522,,,,,,enter,,
2025-12-04T05:58:33.833558+00:00,CSCO,equity,hybrid_aggressive,,buy,5.5,77.77,77.77,,,0.01702001068402712,,,,,,enter,,
2025-12-04T05:58:35.135482+00:00,HBAN,equity,hybrid_aggressive,,buy,5.5,17.05,17.05,,,0.014092299555984221,,,,,,enter,,
2025-12-04T05:58:37.144765+00:00,BAC,equity,hybrid_aggressive,,buy,4.5,54.08,54.08,,,0.012837862377795597,,,,,,enter,,
2025-12-04T05:58:38.283098+00:00,GOOGL,equity,hybrid_aggressive,,buy,4.5,319.65,319.65,,,0.023629143274069522,,,,,,enter,,
2025-12-04T06:01:15.164996+00:00,CSCO,equity,hybrid_aggressive,,buy,5.5,77.77,77.77,,,0.01702001068402712,,,,,,enter,,
2025-12-04T06:01:17.995137+00:00,HBAN,equity,hybrid_aggressive,,buy,5.5,17.05,17.05,,,0.014092299555984221,,,,,,enter,,
2025-12-04T06:01:23.052888+00:00,BAC,equity,hybrid_aggressive,,buy,4.5,54.08,54.08,,,0.012837862377795597,,,,,,enter,,
2025-12-04T06:01:25.888928+00:00,GOOGL,equity,hybrid_aggressive,,buy,4.5,319.65,319.65,,,0.023629143274069522,,,,,,enter,,
2025-12-04T06:34:32.007929+00:00,AAPL,option,hybrid_aggressive,WBD260109C00030000,buy,5.0,284.16,,,,,,,,,,enter,,
2025-12-04T06:39:27.456644+00:00,AAPL,option,hybrid_aggressive,HBAN260116C00017000,buy,5.0,284.16,,,,,,,,,,enter,,
2025-12-04T07:22:38.097292+00:00,CSCO,equity,hybrid_aggressive,,buy,5.5,77.77,77.77,,,0.01702001068402712,,,,,,enter,,
2025-12-04T07:22:41.497307+00:00,HBAN,equity,hybrid_aggressive,,buy,5.5,17.05,17.05,,,0.014092299555984221,,,,,,enter,,
2025-12-04T07:24:50.639733+00:00,CSCO,equity,hybrid_aggressive,,buy,5.5,77.77,77.77,,,0.01702001068402712,,,,,,enter,,
2025-12-04T07:24:53.439701+00:00,HBAN,equity,hybrid_aggressive,,buy,5.5,17.05,17.05,,,0.014092299555984221,,,,,,enter,,
2025-12-04T07:26:32.591938+00:00,CSCO,equity,hybrid_aggressive,,buy,5.5,77.77,77.77,,,0.01702001068402712,,,,,,enter,,
2025-12-04T07:26:35.657069+00:00,HBAN,equity,hybrid_aggressive,,buy,5.5,17.05,17.05,,,0.014092299555984221,,,,,,enter,,
2025-12-04T07:26:37.637236+00:00,AAPL,option,hybrid_aggressive,,buy,5.0,284.16,,,,,,,,,,enter,,
2025-12-04T07:26:40.822452+00:00,BAC,equity,hybrid_aggressive,,buy,4.5,54.08,54.08,,,0.012837862377795597,,,,,,enter,,
2025-12-04T07:26:43.032524+00:00,GOOGL,option,hybrid_aggressive,,buy,4.5,319.65,,,,,,,,,,enter,,
2025-12-04T07:31:32.100115+00:00,CSCO,equity,hybrid_aggressive,,buy,5.5,77.77,77.77,,,0.01702001068402712,,,,,,enter,,
2025-12-04T07:31:34.687146+00:00,HBAN,equity,hybrid_aggressive,,buy,5.5,17.05,17.05,,,0.014092299555984221,,,,,,enter,,
2025-12-04T07:31:35.207286+00:00,AAPL,option,hybrid_aggressive,,buy,5.0,284.16,,,,,,,,,,enter,,
2025-12-04T07:31:36.992388+00:00,BAC,equity,hybrid_aggressive,,buy,4.5,54.08,54.08,,,0.012837862377795597,,,,,,enter,,
2025-12-04T07:31:37.651339+00:00,GOOGL,option,hybrid_aggressive,,buy,4.5,319.65,,,,,,,,,,enter,,
2025-12-04T07:32:05.959331+00:00,CSCO,equity,hybrid_aggressive,,buy,5.5,77.77,77.77,,,0.01702001068402712,,,,,,enter,,
2025-12-04T07:32:08.907378+00:00,HBAN,equity,hybrid_aggressive,,buy,5.5,17.05,17.05,,,0.014092299555984221,,,,,,enter,,
2025-12-04T07:32:11.919114+00:00,AAPL,option,hybrid_aggressive,AAPL260109C00200000,buy,5.0,284.16,7755.0,,,0.010098536259244237,,,,,,enter,,
2025-12-04T07:32:14.953877+00:00,BAC,equity,hybrid_aggressive,,buy,4.5,54.08,54.08,,,0.012837862377795597,,,,,,enter,,
2025-12-04T07:32:17.916898+00:00,GOOGL,option,hybrid_aggressive,GOOGL260109C00315000,buy,4.5,319.65,1620.0,,,0.023629143274069522,,,,,,enter,,
